                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                 1.1073,                 1.0163,                 1.1724,                0.16237,                0.04483,                0.08228,                0.05999,                 3.4406,                    inf,                 3.2477,              0.0012544,              0.0012544,              0.0012544
                     12,                 1.1019,                0.96925,                 1.1576,                0.11288,                0.12564,                0.06455,                0.04703,                 3.1735,                    inf,                 2.6153,              0.0012132,              0.0012132,              0.0012132
                     13,                 1.0985,                0.91085,                 1.1298,                0.44276,                0.62578,                0.39759,                0.30232,                 1.1048,                 1.5501,                 1.2487,              0.0011719,              0.0011719,              0.0011719
                     14,                 1.0369,                0.90378,                 1.1617,                  0.306,                0.58923,                0.26285,                0.20099,                 1.1633,                 1.9981,                 1.3063,              0.0011306,              0.0011306,              0.0011306
                     15,                 1.0575,                0.92528,                 1.1716,                0.45501,                0.06461,                0.23838,                0.17985,                 3.2215,                    inf,                 2.6044,              0.0010894,              0.0010894,              0.0010894
                     16,                 1.0039,                 0.8911,                 1.1009,                0.72885,                0.81784,                0.79954,                 0.6077,                 1.0208,                0.83965,                 1.1968,              0.0010481,              0.0010481,              0.0010481
                     17,                 1.0527,                 0.8535,                 1.1974,                0.72554,                0.82939,                0.83585,                0.64008,                 1.0195,                0.80469,                 1.1843,              0.0010069,              0.0010069,              0.0010069
                     18,                 1.0055,                0.88806,                 1.1407,                0.76846,                0.80655,                0.80263,                0.62594,                0.97171,                0.75938,                 1.1603,             0.00096561,             0.00096561,             0.00096561
                     19,                0.97853,                0.82347,                 1.1213,                0.62437,                 0.7128,                0.71446,                0.54322,                 1.0971,                 1.0719,                 1.2462,             0.00092435,             0.00092435,             0.00092435
                     20,                0.98515,                0.80843,                 1.1132,                0.80529,                0.85335,                0.85074,                0.67038,                 0.9652,                0.67607,                 1.1479,             0.00088309,             0.00088309,             0.00088309
                     21,                0.96223,                0.77091,                 1.0875,                0.82293,                0.83623,                 0.8464,                0.66454,                0.98065,                0.68863,                  1.154,             0.00084184,             0.00084184,             0.00084184
                     22,                0.94519,                0.76072,                 1.0625,                0.82503,                0.84503,                0.85003,                0.67054,                0.96962,                0.69214,                 1.1556,             0.00080058,             0.00080058,             0.00080058
                     23,                 0.9648,                0.76659,                 1.0893,                0.82523,                0.85216,                0.85641,                0.67628,                0.95913,                0.68802,                  1.151,             0.00075932,             0.00075932,             0.00075932
                     24,                0.99951,                0.75803,                 1.1302,                0.79642,                0.85723,                0.85327,                0.68253,                 0.9338,                0.66851,                 1.1312,             0.00071806,             0.00071806,             0.00071806
                     25,                0.94604,                0.74658,                   1.11,                0.76553,                0.83998,                0.85107,                0.68102,                0.93383,                0.71241,                  1.129,              0.0006768,              0.0006768,              0.0006768
                     26,                0.95305,                0.71734,                 1.0602,                0.80364,                0.86151,                0.87057,                0.69755,                0.92353,                 0.6405,                 1.1203,             0.00063554,             0.00063554,             0.00063554
                     27,                0.97636,                0.77209,                 1.1189,                0.83787,                0.87592,                0.87559,                0.70046,                0.92893,                0.61331,                 1.1193,             0.00059429,             0.00059429,             0.00059429
                     28,                0.94322,                0.74548,                 1.0908,                0.82169,                0.86427,                0.86525,                 0.6929,                0.93607,                0.66608,                 1.1276,             0.00055303,             0.00055303,             0.00055303
                     29,                0.94677,                0.70111,                 1.0612,                0.85062,                0.87228,                0.87349,                0.70468,                0.92002,                0.63402,                 1.1204,             0.00051177,             0.00051177,             0.00051177
                     30,                0.94873,                0.68948,                 1.0763,                0.85783,                0.86364,                0.87331,                0.70471,                0.91755,                0.61599,                 1.1159,             0.00047051,             0.00047051,             0.00047051
                     31,                 0.9459,                0.73584,                 1.0983,                0.84548,                0.87185,                0.87304,                0.69784,                0.93346,                0.62064,                 1.1146,             0.00042925,             0.00042925,             0.00042925
                     32,                0.95344,                0.75785,                 1.1241,                0.85071,                0.86753,                0.87283,                0.70047,                0.92682,                0.62483,                 1.1086,             0.00038799,             0.00038799,             0.00038799
                     33,                0.92341,                0.72945,                 1.0455,                0.85507,                0.87223,                0.87681,                0.70945,                0.92128,                0.61329,                 1.1087,             0.00034674,             0.00034674,             0.00034674
                     34,                0.97741,                0.75844,                 1.1515,                0.83968,                0.88064,                0.88282,                0.71069,                0.95193,                0.61159,                 1.1321,             0.00030548,             0.00030548,             0.00030548
                     35,                0.92386,                0.65804,                 1.0916,                0.82064,                0.87212,                0.88321,                0.71386,                0.94202,                0.62907,                 1.1258,             0.00026422,             0.00026422,             0.00026422
                     36,                 0.9248,                0.71503,                  1.105,                 0.7989,                0.87265,                   0.89,                0.72065,                0.92651,                0.64052,                 1.1166,             0.00022296,             0.00022296,             0.00022296
                     37,                0.91411,                0.68739,                 1.0675,                0.81372,                0.87575,                0.89179,                0.72291,                0.91886,                0.62477,                 1.1107,              0.0001817,              0.0001817,              0.0001817
                     38,                0.88556,                0.63764,                 1.0704,                0.84287,                0.87912,                0.89437,                0.72606,                0.91358,                0.59636,                 1.1058,             0.00014044,             0.00014044,             0.00014044
                     39,                0.87758,                0.62646,                 1.0488,                0.86112,                0.88283,                0.89825,                0.73008,                0.90715,                0.57699,                 1.1019,             9.9187e-05,             9.9187e-05,             9.9187e-05
                     40,                0.89393,                0.62747,                 1.0629,                0.86429,                0.88923,                0.90082,                0.73455,                0.89925,                0.56416,                 1.0965,             5.7928e-05,             5.7928e-05,             5.7928e-05
