                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                0.72396,                 0.5832,                0.90115,                0.81452,                0.87643,                0.93704,                0.82033,                 0.5492,                0.59404,                0.84125,              0.0015982,              0.0015982,              0.0015982
                     12,                0.77812,                0.61283,                0.92442,                0.84029,                0.88711,                0.92496,                0.79478,                0.60227,                0.56524,                0.84555,              0.0015914,              0.0015914,              0.0015914
                     13,                0.74777,                0.59419,                0.90837,                0.82716,                0.85458,                 0.9365,                0.81907,                0.53203,                0.63059,                0.83654,              0.0015845,              0.0015845,              0.0015845
                     14,                0.74612,                0.61669,                0.90983,                0.86815,                0.89989,                0.94161,                0.82459,                0.53735,                0.51141,                0.83424,              0.0015776,              0.0015776,              0.0015776
                     15,                0.72774,                0.57687,                0.90432,                0.77642,                 0.8793,                0.89459,                0.78161,                0.54199,                0.69498,                0.83589,              0.0015707,              0.0015707,              0.0015707
                     16,                0.75346,                0.60017,                0.91494,                0.78924,                0.87302,                0.90461,                0.79199,                0.55008,                0.67583,                0.83957,              0.0015639,              0.0015639,              0.0015639
                     17,                0.74294,                0.60774,                0.91166,                0.86225,                0.90081,                0.93711,                0.81305,                0.56563,                0.52982,                0.84217,               0.001557,               0.001557,               0.001557
                     18,                0.70127,                0.55729,                 0.8944,                0.84793,                0.90199,                0.94906,                 0.8253,                0.53731,                0.51632,                0.83854,              0.0015501,              0.0015501,              0.0015501
                     19,                0.71598,                0.55842,                0.90078,                0.80338,                0.91809,                0.94559,                0.83295,                0.53216,                0.56146,                 0.8326,              0.0015432,              0.0015432,              0.0015432
                     20,                0.70191,                0.53992,                0.89577,                0.88087,                0.89688,                0.95169,                0.84196,                0.52798,                0.48658,                0.83251,              0.0015363,              0.0015363,              0.0015363
                     21,                0.70058,                0.52922,                0.89528,                0.81277,                0.92538,                 0.9487,                0.83288,                0.54353,                0.53565,                 0.8383,              0.0015295,              0.0015295,              0.0015295
                     22,                0.68343,                0.54004,                0.89146,                 0.8566,                0.90449,                0.94066,                 0.8303,                0.51997,                0.52325,                0.83739,              0.0015226,              0.0015226,              0.0015226
                     23,                0.70644,                0.53307,                0.89592,                0.79622,                0.89724,                0.94191,                0.82253,                0.54273,                0.63483,                  0.838,              0.0015157,              0.0015157,              0.0015157
                     24,                0.70467,                0.53442,                0.89242,                0.88598,                0.89747,                0.94361,                0.83706,                0.51964,                0.47716,                0.83313,              0.0015088,              0.0015088,              0.0015088
                     25,                0.68213,                0.53554,                0.88977,                0.87151,                 0.9188,                0.95296,                0.83625,                0.53253,                0.48057,                0.84043,               0.001502,               0.001502,               0.001502
                     26,                0.70798,                0.51833,                0.89806,                0.82464,                0.87406,                0.94157,                0.83143,                0.51507,                 0.5834,                0.83435,              0.0014951,              0.0014951,              0.0014951
                     27,                0.69709,                0.50039,                0.89374,                0.86442,                 0.8855,                 0.9409,                0.79796,                0.62952,                0.53792,                0.86607,              0.0014882,              0.0014882,              0.0014882
                     28,                0.68255,                0.50546,                0.89505,                0.82695,                0.91688,                0.93894,                0.83051,                0.51521,                0.49893,                 0.8338,              0.0014813,              0.0014813,              0.0014813
                     29,                0.66917,                0.50409,                0.88598,                0.87834,                0.90765,                0.95522,                0.84439,                0.51494,                0.49469,                0.83274,              0.0014745,              0.0014745,              0.0014745
                     30,                0.65562,                0.51131,                0.88086,                0.86985,                0.90644,                0.95166,                0.83911,                0.53452,                0.49548,                0.83776,              0.0014676,              0.0014676,              0.0014676
                     31,                0.66048,                0.52481,                0.88525,                0.84656,                0.89764,                0.94286,                0.83912,                0.52517,                0.51324,                0.83404,              0.0014607,              0.0014607,              0.0014607
                     32,                0.65657,                0.49388,                 0.8835,                 0.8518,                0.89784,                0.95309,                0.83864,                0.52208,                0.50758,                0.83544,              0.0014538,              0.0014538,              0.0014538
                     33,                0.66439,                0.47331,                0.88742,                0.85854,                0.88873,                0.94531,                0.83907,                0.51403,                0.53056,                0.83487,               0.001447,               0.001447,               0.001447
                     34,                0.67504,                0.49949,                0.88942,                0.88122,                0.90125,                0.94822,                0.83838,                 0.5223,                 0.4823,                0.83601,              0.0014401,              0.0014401,              0.0014401
                     35,                0.64657,                0.51525,                0.88484,                  0.821,                0.93375,                  0.945,                 0.8367,                0.51492,                 0.5009,                 0.8344,              0.0014332,              0.0014332,              0.0014332
                     36,                 0.6486,                0.46856,                0.88115,                0.88292,                0.89814,                 0.9528,                0.83915,                0.51044,                0.48266,                0.83378,              0.0014263,              0.0014263,              0.0014263
                     37,                0.66117,                0.48057,                0.88723,                 0.8693,                0.88657,                0.95116,                0.84419,                0.50285,                0.49044,                 0.8302,              0.0014195,              0.0014195,              0.0014195
                     38,                0.63748,                0.46745,                0.87711,                0.86688,                 0.8768,                0.94601,                0.84229,                0.50569,                0.52036,                0.83081,              0.0014126,              0.0014126,              0.0014126
                     39,                0.67526,                0.48657,                0.89293,                0.86074,                0.89896,                0.94213,                0.83752,                0.51923,                0.48941,                0.83714,              0.0014057,              0.0014057,              0.0014057
                     40,                0.64721,                  0.474,                0.88428,                0.86528,                0.88103,                0.94155,                0.81464,                0.58718,                 0.5304,                 0.8543,              0.0013988,              0.0013988,              0.0013988
                     41,                0.63086,                0.48214,                0.87536,                0.89136,                0.89619,                0.96008,                0.85085,                0.51373,                0.45806,                0.83717,              0.0013919,              0.0013919,              0.0013919
                     42,                 0.6325,                0.47404,                0.88101,                 0.8545,                0.93103,                0.95168,                0.85069,                  0.495,                0.45711,                0.82898,              0.0013851,              0.0013851,              0.0013851
                     43,                0.62521,                0.46437,                0.87174,                0.86774,                0.89759,                0.95284,                0.83707,                0.52388,                0.49148,                0.84006,              0.0013782,              0.0013782,              0.0013782
                     44,                0.63522,                0.45856,                0.88261,                0.85058,                 0.9063,                0.94707,                 0.8418,                0.50116,                0.49863,                0.83213,              0.0013713,              0.0013713,              0.0013713
                     45,                0.62943,                0.45009,                0.87979,                0.81026,                0.88985,                0.94018,                0.82779,                 0.5368,                0.58939,                0.83862,              0.0013644,              0.0013644,              0.0013644
                     46,                 0.6341,                0.45371,                0.87572,                0.86533,                0.87678,                0.95383,                0.85224,                0.49751,                0.50522,                0.82545,              0.0013576,              0.0013576,              0.0013576
                     47,                0.62492,                0.44359,                0.87385,                0.70708,                0.89685,                0.91169,                0.80908,                0.51161,                0.87225,                0.83362,              0.0013507,              0.0013507,              0.0013507
                     48,                0.62179,                0.45186,                0.87533,                0.81347,                0.92741,                0.94977,                0.83335,                0.53766,                 0.5507,                 0.8348,              0.0013438,              0.0013438,              0.0013438
                     49,                0.62853,                0.43423,                0.87502,                0.86335,                0.87158,                0.94801,                0.83806,                0.52234,                0.50994,                0.83783,              0.0013369,              0.0013369,              0.0013369
                     50,                0.61308,                0.42959,                0.87447,                0.85968,                0.90594,                0.94904,                0.85155,                0.49283,                0.47192,                0.82789,              0.0013301,              0.0013301,              0.0013301
                     51,                0.60288,                0.41883,                0.86709,                 0.8516,                0.89048,                 0.9419,                0.83315,                0.52095,                0.55958,                0.83585,              0.0013232,              0.0013232,              0.0013232
                     52,                0.60583,                 0.4374,                0.87238,                0.84277,                0.92874,                0.94198,                0.83094,                0.52635,                0.49875,                0.84023,              0.0013163,              0.0013163,              0.0013163
                     53,                0.61945,                0.45408,                0.87733,                0.81975,                0.93815,                0.94401,                  0.838,                0.51909,                0.49547,                 0.8347,              0.0013094,              0.0013094,              0.0013094
                     54,                0.61512,                0.43807,                 0.8752,                0.78442,                0.90495,                0.94715,                0.84481,                0.50996,                0.62176,                 0.8352,              0.0013026,              0.0013026,              0.0013026
                     55,                0.60471,                0.44056,                0.86901,                0.87619,                0.88584,                 0.9494,                0.83248,                0.54434,                0.49633,                0.84222,              0.0012957,              0.0012957,              0.0012957
                     56,                0.62875,                 0.4244,                0.87647,                0.89077,                0.91795,                0.95285,                0.85048,                0.50206,                0.43238,                0.83047,              0.0012888,              0.0012888,              0.0012888
                     57,                0.62957,                0.41877,                0.87593,                0.87412,                0.88968,                0.93883,                0.81911,                0.54663,                0.50838,                0.84071,              0.0012819,              0.0012819,              0.0012819
                     58,                0.61504,                0.41233,                0.87134,                0.88349,                0.91011,                0.95016,                0.84633,                0.51231,                0.45921,                0.83382,               0.001275,               0.001275,               0.001275
                     59,                0.59676,                0.40884,                0.86496,                 0.8766,                0.89831,                0.95059,                0.84472,                0.50829,                0.48812,                0.83175,              0.0012682,              0.0012682,              0.0012682
                     60,                0.59529,                 0.3928,                 0.8706,                0.88737,                0.87936,                0.94315,                0.84182,                0.49229,                 0.4897,                0.82838,              0.0012613,              0.0012613,              0.0012613
                     61,                0.61876,                0.41567,                0.87924,                0.87664,                0.89666,                0.94217,                0.80903,                 0.5745,                 0.5231,                0.85143,              0.0012544,              0.0012544,              0.0012544
                     62,                0.59829,                0.41309,                0.86684,                0.77998,                0.90295,                0.93863,                0.83838,                0.49035,                0.64405,                0.82802,              0.0012475,              0.0012475,              0.0012475
                     63,                0.60954,                0.40942,                0.86804,                  0.875,                 0.9077,                0.94583,                0.83761,                0.52655,                 0.4738,                0.83855,              0.0012407,              0.0012407,              0.0012407
                     64,                0.61729,                0.41336,                0.87725,                 0.8805,                0.90719,                 0.9496,                0.84799,                0.50184,                0.45403,                0.83102,              0.0012338,              0.0012338,              0.0012338
                     65,                0.60757,                0.40414,                0.86813,                0.85825,                0.93385,                0.94688,                0.84082,                0.50825,                0.45617,                0.83408,              0.0012269,              0.0012269,              0.0012269
                     66,                0.58866,                0.39391,                0.86701,                0.85078,                0.89179,                0.94781,                0.82888,                0.54459,                0.51107,                0.84404,                0.00122,                0.00122,                0.00122
                     67,                0.57746,                0.39087,                0.86666,                0.87042,                0.93148,                0.95483,                0.85854,                 0.4868,                0.44115,                0.82961,              0.0012132,              0.0012132,              0.0012132
                     68,                0.57977,                0.38377,                0.86176,                0.82914,                0.89833,                0.93059,                0.80833,                0.56806,                0.55026,                0.85342,              0.0012063,              0.0012063,              0.0012063
                     69,                 0.5954,                0.41407,                0.86763,                0.87786,                0.89308,                0.94545,                0.84738,                0.49641,                0.46977,                0.83288,              0.0011994,              0.0011994,              0.0011994
                     70,                0.60504,                0.42091,                0.87055,                0.87727,                 0.9021,                0.95093,                0.85051,                0.50275,                0.46418,                0.83499,              0.0011925,              0.0011925,              0.0011925
                     71,                0.60205,                0.39806,                0.87112,                 0.8546,                0.89362,                0.94335,                0.84232,                0.50877,                0.50538,                0.83296,              0.0011857,              0.0011857,              0.0011857
                     72,                0.58518,                0.38199,                0.86466,                0.88194,                0.91745,                 0.9521,                0.84222,                0.51556,                0.44199,                0.83665,              0.0011788,              0.0011788,              0.0011788
                     73,                0.57839,                0.38329,                0.86145,                0.87635,                0.86554,                0.94657,                0.83491,                0.52058,                0.49665,                0.83706,              0.0011719,              0.0011719,              0.0011719
                     74,                0.58105,                0.38179,                0.86552,                0.86716,                0.89062,                 0.9422,                0.84484,                0.48873,                0.50205,                0.82786,               0.001165,               0.001165,               0.001165
                     75,                0.58315,                0.37746,                0.86331,                0.82969,                 0.8884,                0.93843,                0.81374,                0.57035,                0.58399,                0.84928,              0.0011581,              0.0011581,              0.0011581
                     76,                0.58857,                0.38213,                0.86571,                 0.8283,                0.92081,                0.93503,                0.83354,                0.49323,                 0.5214,                0.83169,              0.0011513,              0.0011513,              0.0011513
                     77,                 0.5719,                0.38207,                0.85642,                0.87446,                0.89105,                0.93897,                0.84098,                0.49153,                0.46786,                0.82951,              0.0011444,              0.0011444,              0.0011444
                     78,                 0.5767,                0.38182,                0.86229,                0.84493,                0.92612,                0.94008,                0.83994,                0.51061,                0.47739,                0.83223,              0.0011375,              0.0011375,              0.0011375
                     79,                0.57654,                0.38567,                 0.8613,                0.88333,                 0.8855,                0.93416,                0.83745,                0.48588,                  0.472,                0.82623,              0.0011306,              0.0011306,              0.0011306
                     80,                0.58865,                0.37473,                0.86429,                0.84757,                0.87376,                0.92243,                0.81996,                0.50133,                0.55113,                0.83428,              0.0011238,              0.0011238,              0.0011238
                     81,                0.58079,                 0.3814,                0.86341,                0.89198,                0.88883,                0.94011,                0.84145,                  0.497,                0.47477,                0.83416,              0.0011169,              0.0011169,              0.0011169
                     82,                0.57047,                0.36429,                0.86117,                0.84726,                 0.8938,                 0.9411,                  0.844,                0.49331,                 0.5241,                0.83453,                0.00111,                0.00111,                0.00111
                     83,                0.56242,                0.35525,                0.86074,                0.86962,                0.89614,                0.92901,                0.83331,                0.49669,                0.49883,                0.83134,              0.0011031,              0.0011031,              0.0011031
                     84,                0.55732,                0.36097,                0.85821,                0.84976,                0.89182,                 0.9288,                0.81982,                0.51876,                0.53724,                0.83761,              0.0010963,              0.0010963,              0.0010963
                     85,                 0.5563,                0.36741,                0.85781,                0.86053,                0.92125,                  0.943,                0.84922,                0.48388,                0.46724,                0.82629,              0.0010894,              0.0010894,              0.0010894
                     86,                0.55553,                0.36449,                0.85543,                 0.8737,                0.89429,                0.93752,                0.84304,                0.48482,                 0.4675,                 0.8285,              0.0010825,              0.0010825,              0.0010825
                     87,                0.55517,                0.35185,                0.85541,                0.87024,                0.87422,                0.94085,                0.84657,                0.48615,                0.49223,                0.82866,              0.0010756,              0.0010756,              0.0010756
                     88,                0.57682,                0.35915,                0.86379,                0.85332,                0.89227,                0.92807,                0.82017,                0.52097,                0.50284,                  0.839,              0.0010688,              0.0010688,              0.0010688
                     89,                0.60352,                0.36906,                0.86863,                0.86785,                 0.8934,                0.93969,                0.82958,                0.52348,                0.49618,                0.83724,              0.0010619,              0.0010619,              0.0010619
                     90,                0.55569,                0.35457,                0.85876,                0.85559,                0.88901,                0.93567,                 0.8409,                0.48478,                0.51626,                0.82598,               0.001055,               0.001055,               0.001055
                     91,                  0.561,                0.37009,                0.85573,                0.84897,                0.90058,                0.93937,                0.84325,                0.48589,                0.52941,                0.82671,              0.0010481,              0.0010481,              0.0010481
                     92,                 0.5534,                0.36146,                0.85741,                0.86531,                0.90096,                0.93155,                0.83564,                0.49224,                0.48164,                0.82848,              0.0010412,              0.0010412,              0.0010412
                     93,                0.54835,                0.34177,                0.85091,                0.88769,                0.89665,                0.92892,                0.83549,                0.49056,                0.48203,                 0.8289,              0.0010344,              0.0010344,              0.0010344
                     94,                0.56134,                0.35201,                0.85641,                0.86419,                 0.9092,                0.92728,                0.81971,                0.53632,                0.48984,                0.83964,              0.0010275,              0.0010275,              0.0010275
                     95,                0.54995,                0.34347,                0.85256,                0.85364,                0.92355,                0.93836,                0.83249,                0.51768,                0.47921,                0.83371,              0.0010206,              0.0010206,              0.0010206
                     96,                 0.5551,                0.34801,                0.85786,                0.87766,                0.89703,                0.93924,                0.83668,                 0.5027,                0.46736,                0.83335,              0.0010137,              0.0010137,              0.0010137
                     97,                 0.5386,                0.33454,                0.85299,                 0.8487,                0.89112,                0.93524,                0.83728,                0.48825,                0.52949,                0.82837,              0.0010069,              0.0010069,              0.0010069
                     98,                0.53998,                0.34648,                0.85714,                0.83455,                0.87276,                0.92449,                  0.829,                0.49508,                0.56712,                0.82909,             0.00099999,             0.00099999,             0.00099999
                     99,                0.53893,                0.34323,                0.85139,                0.86636,                0.89641,                 0.9294,                0.82435,                0.51357,                0.48344,                0.83439,             0.00099312,             0.00099312,             0.00099312
                    100,                  0.542,                0.34012,                0.85309,                0.86264,                0.90442,                0.93824,                0.83647,                0.50827,                0.47554,                0.83471,             0.00098624,             0.00098624,             0.00098624
                    101,                0.54953,                0.34602,                0.85391,                0.85774,                0.90854,                0.93813,                0.83982,                0.49866,                0.48828,                0.83058,             0.00097936,             0.00097936,             0.00097936
                    102,                0.55037,                0.34239,                0.85556,                0.82999,                0.87406,                0.92344,                 0.8194,                0.50986,                0.60323,                0.83514,             0.00097249,             0.00097249,             0.00097249
                    103,                0.56054,                0.35645,                0.86299,                0.84531,                0.90686,                0.92738,                0.82071,                0.51772,                 0.5145,                0.83702,             0.00096561,             0.00096561,             0.00096561
                    104,                0.55983,                0.34555,                0.86023,                0.85168,                0.85721,                0.91933,                0.82142,                0.50376,                0.61453,                0.83039,             0.00095873,             0.00095873,             0.00095873
                    105,                0.55534,                 0.3417,                 0.8599,                0.87522,                 0.8948,                0.92141,                0.81921,                0.51697,                0.51515,                0.83814,             0.00095186,             0.00095186,             0.00095186
                    106,                0.54798,                0.34352,                0.85184,                 0.8724,                0.88163,                0.91175,                0.80776,                0.51446,                0.53465,                0.84037,             0.00094498,             0.00094498,             0.00094498
                    107,                0.53701,                0.33008,                 0.8526,                0.86753,                0.89019,                0.92137,                0.81069,                0.52817,                0.54395,                0.83943,              0.0009381,              0.0009381,              0.0009381
                    108,                0.54346,                0.33042,                0.85068,                0.85679,                0.91311,                0.92603,                0.83381,                0.48562,                 0.4987,                0.82617,             0.00093123,             0.00093123,             0.00093123
                    109,                 0.5278,                0.33066,                0.85086,                0.86637,                0.90584,                0.93541,                0.83419,                0.50573,                0.51013,                0.83408,             0.00092435,             0.00092435,             0.00092435
                    110,                0.53957,                0.33276,                0.84921,                0.88998,                0.89557,                0.93386,                0.83279,                0.49732,                 0.4799,                0.82835,             0.00091748,             0.00091748,             0.00091748
                    111,                0.55627,                0.32926,                0.85683,                0.88316,                 0.8801,                0.92838,                0.81733,                0.53924,                 0.5192,                0.83829,              0.0009106,              0.0009106,              0.0009106
                    112,                0.55134,                0.33446,                 0.8559,                0.86238,                 0.9122,                0.93279,                0.81097,                0.57038,                0.52052,                0.84963,             0.00090372,             0.00090372,             0.00090372
                    113,                0.54503,                0.32665,                0.85308,                0.85868,                0.90805,                 0.9175,                0.82883,                0.48156,                0.54227,                0.82681,             0.00089685,             0.00089685,             0.00089685
                    114,                0.54889,                0.32549,                0.85705,                 0.8726,                0.88429,                 0.9118,                0.81214,                0.51253,                0.56442,                0.83758,             0.00088997,             0.00088997,             0.00088997
                    115,                0.53724,                0.32359,                0.85405,                0.83648,                0.91557,                0.92898,                0.84005,                0.47326,                0.53716,                0.82469,             0.00088309,             0.00088309,             0.00088309
                    116,                0.53413,                0.31615,                0.85446,                0.86894,                0.90821,                  0.938,                0.84413,                0.48081,                0.48672,                0.82653,             0.00087622,             0.00087622,             0.00087622
                    117,                 0.5277,                0.31021,                0.85067,                0.84697,                0.92443,                0.93133,                0.82985,                0.50041,                 0.5015,                0.83334,             0.00086934,             0.00086934,             0.00086934
                    118,                0.52037,                0.30501,                0.84611,                 0.8629,                0.89059,                0.93308,                0.83497,                0.50494,                0.50563,                0.83414,             0.00086246,             0.00086246,             0.00086246
                    119,                0.52229,                0.31609,                0.84782,                0.87289,                0.87688,                0.93287,                0.83536,                0.50169,                0.52841,                0.83246,             0.00085559,             0.00085559,             0.00085559
                    120,                0.53214,                0.31704,                0.85019,                0.82251,                 0.9116,                0.92795,                 0.8383,                0.48488,                0.53792,                0.82803,             0.00084871,             0.00084871,             0.00084871
                    121,                0.52287,                0.31408,                 0.8486,                 0.8453,                0.91784,                 0.9358,                0.84403,                0.48451,                 0.5011,                 0.8281,             0.00084184,             0.00084184,             0.00084184
                    122,                 0.5206,                   0.32,                0.84919,                0.88366,                0.89362,                0.92739,                0.83092,                0.50093,                0.51599,                0.83256,             0.00083496,             0.00083496,             0.00083496
                    123,                0.52801,                0.32021,                0.85007,                 0.8565,                0.92228,                0.93354,                0.83893,                0.48696,                0.48669,                0.82752,             0.00082808,             0.00082808,             0.00082808
                    124,                0.53341,                0.32814,                0.85106,                0.86885,                0.91447,                0.93943,                0.81473,                 0.5673,                0.51118,                0.85088,             0.00082121,             0.00082121,             0.00082121
                    125,                0.51949,                0.31638,                0.84615,                 0.8468,                0.91594,                0.93704,                0.83467,                0.50668,                0.50232,                0.83452,             0.00081433,             0.00081433,             0.00081433
                    126,                0.52809,                0.31674,                0.84709,                0.86907,                 0.9197,                0.93641,                0.84005,                0.48391,                 0.4714,                0.82804,             0.00080745,             0.00080745,             0.00080745
                    127,                0.54466,                 0.3297,                 0.8553,                0.87245,                0.91585,                0.93914,                0.84318,                 0.4861,                0.46211,                0.82863,             0.00080058,             0.00080058,             0.00080058
                    128,                 0.5178,                0.30866,                0.84916,                0.84834,                0.92518,                0.93922,                0.84694,                0.47838,                0.48548,                0.82659,              0.0007937,              0.0007937,              0.0007937
                    129,                0.50901,                0.30231,                0.84581,                0.84717,                 0.9043,                0.93652,                0.82873,                0.52025,                0.52435,                0.83697,             0.00078682,             0.00078682,             0.00078682
                    130,                0.51342,                0.30563,                0.84533,                0.87164,                0.90871,                0.93787,                0.84262,                0.49347,                 0.4914,                0.83068,             0.00077995,             0.00077995,             0.00077995
                    131,                0.51738,                0.31208,                0.84875,                0.83466,                0.90088,                0.91867,                0.82552,                0.48781,                0.54501,                0.82954,             0.00077307,             0.00077307,             0.00077307
                    132,                0.51332,                0.31026,                0.85076,                0.87191,                0.89248,                0.94051,                 0.8466,                0.47905,                0.49171,                0.82753,             0.00076619,             0.00076619,             0.00076619
                    133,                 0.5164,                0.31098,                0.84687,                0.85072,                0.90475,                0.93864,                0.84332,                 0.4908,                0.49503,                0.82654,             0.00075932,             0.00075932,             0.00075932
                    134,                0.52815,                0.31126,                0.85031,                0.86848,                0.92423,                0.93987,                0.84118,                0.49268,                0.48033,                0.82679,             0.00075244,             0.00075244,             0.00075244
                    135,                0.50652,                0.30029,                0.84259,                0.86251,                 0.8966,                0.93058,                0.83224,                0.49596,                0.51972,                0.82957,             0.00074557,             0.00074557,             0.00074557
                    136,                0.50874,                0.29222,                0.84525,                0.86253,                 0.8963,                0.92187,                0.83041,                0.48919,                 0.5511,                0.82787,             0.00073869,             0.00073869,             0.00073869
                    137,                0.51106,                0.30341,                 0.8434,                0.86761,                0.90758,                0.92849,                 0.8372,                0.47715,                 0.5034,                0.82782,             0.00073181,             0.00073181,             0.00073181
                    138,                0.50051,                0.29532,                0.84498,                0.86057,                0.86639,                0.92236,                0.82984,                0.48644,                0.55628,                 0.8293,             0.00072494,             0.00072494,             0.00072494
                    139,                0.51301,                0.29808,                0.84707,                0.85457,                 0.8988,                0.93123,                0.82737,                0.51313,                0.53791,                0.82723,             0.00071806,             0.00071806,             0.00071806
                    140,                0.50658,                0.29919,                0.84124,                0.87866,                0.91958,                0.95212,                0.85927,                0.47647,                0.45665,                 0.8209,             0.00071118,             0.00071118,             0.00071118
                    141,                0.50655,                0.29978,                0.84599,                0.85503,                0.89369,                0.92518,                 0.8342,                0.48247,                0.54138,                0.82385,             0.00070431,             0.00070431,             0.00070431
                    142,                0.50185,                0.30451,                0.84421,                0.86248,                0.89242,                0.93188,                0.83572,                0.49268,                0.53355,                0.83004,             0.00069743,             0.00069743,             0.00069743
                    143,                0.49967,                0.29666,                0.84006,                 0.8633,                0.87675,                0.92414,                0.83289,                0.47867,                0.53115,                 0.8253,             0.00069055,             0.00069055,             0.00069055
                    144,                0.49802,                0.29641,                0.84221,                0.87151,                0.88974,                0.92921,                0.83289,                0.50537,                0.52327,                0.83204,             0.00068368,             0.00068368,             0.00068368
                    145,                0.50261,                0.29412,                0.84334,                0.83836,                0.85472,                0.90225,                 0.8091,                0.48638,                0.60457,                0.83081,              0.0006768,              0.0006768,              0.0006768
                    146,                0.50454,                0.29771,                0.84393,                0.87744,                0.87688,                0.93708,                0.83831,                0.49842,                0.50255,                0.83396,             0.00066993,             0.00066993,             0.00066993
                    147,                  0.501,                0.29463,                0.84015,                0.86783,                0.86871,                0.93594,                0.84381,                 0.4794,                 0.5224,                 0.8273,             0.00066305,             0.00066305,             0.00066305
                    148,                0.50143,                0.29292,                0.84565,                0.86845,                0.88465,                0.93929,                0.84885,                 0.4822,                0.49461,                0.82678,             0.00065617,             0.00065617,             0.00065617
                    149,                0.50559,                0.28895,                0.84772,                0.84992,                 0.9207,                0.93881,                0.83936,                0.49791,                 0.4951,                 0.8329,              0.0006493,              0.0006493,              0.0006493
                    150,                0.51234,                0.28898,                0.84523,                0.85152,                0.89692,                0.92822,                0.83955,                0.47709,                0.52003,                0.82515,             0.00064242,             0.00064242,             0.00064242
                    151,                0.50168,                0.28768,                0.84387,                0.88691,                0.88324,                0.93495,                0.83784,                0.48612,                0.48006,                0.82759,             0.00063554,             0.00063554,             0.00063554
                    152,                 0.4936,                 0.2889,                0.84554,                0.86717,                0.88993,                0.93544,                0.84117,                0.48088,                0.49116,                0.82537,             0.00062867,             0.00062867,             0.00062867
                    153,                 0.4884,                0.28911,                0.84122,                0.88602,                0.90449,                0.94386,                0.85089,                0.48005,                0.45938,                0.82482,             0.00062179,             0.00062179,             0.00062179
                    154,                0.49112,                0.28234,                0.83981,                 0.8615,                0.90281,                0.94373,                0.85064,                0.48448,                0.48918,                0.82756,             0.00061491,             0.00061491,             0.00061491
                    155,                0.49144,                0.28405,                0.83798,                 0.8593,                0.91847,                0.93529,                0.83811,                0.49755,                0.49371,                0.83289,             0.00060804,             0.00060804,             0.00060804
                    156,                0.48378,                 0.2769,                0.83618,                0.87394,                0.90058,                0.93094,                0.84244,                 0.4799,                0.51405,                0.82806,             0.00060116,             0.00060116,             0.00060116
                    157,                0.49624,                0.28994,                0.84405,                 0.8561,                0.91192,                0.92862,                0.83594,                  0.475,                0.51023,                0.82469,             0.00059429,             0.00059429,             0.00059429
                    158,                0.48892,                0.28215,                 0.8414,                0.87367,                0.90466,                0.93037,                0.83316,                0.48998,                0.49309,                 0.8285,             0.00058741,             0.00058741,             0.00058741
                    159,                0.48502,                0.27396,                0.83896,                0.86035,                0.91755,                 0.9272,                0.83292,                0.49346,                0.50385,                0.82886,             0.00058053,             0.00058053,             0.00058053
